pair_id,rep,strategy,final_rate,peak_rate,cumulative_rate,retention_rate,steps_to_fixed_point,converged,n_adopted,n_not_able,n_not_willing,n_not_ready,n_relapsed,seeded_teams,team_rates
14,14,champions,0.825558,0.825558,0.825558,1.0,7,True,814,0,152,20,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.8226, 0.8205, 0.8621, 1.0, 0.9231, 0.7692, 0.8333, 0.75, 0.7353, 1.0, 0.8621, 0.9, 0.9231, 0.7857, 0.88, 0.7778, 0.3333, 1.0, 0.7778, 1.0, 0.625, 0.8, 0.5833, 0.75, 1.0, 0.5556, 1.0, 0.8333, 1.0, 0.9091, 0.9333, 0.9231, 1.0, 0.8505, 0.75, 1.0, 0.8889, 0.8571, 0.8776, 0.7368, 0.7097]"
14,14,cluster,0.087221,0.087221,0.087221,1.0,5,True,86,0,152,748,0,"[5, 13, 16]","[0.0, 0.0484, 0.0256, 0.0, 0.0, 0.8462, 0.022, 0.0, 0.0417, 0.0294, 0.0, 0.0345, 0.0, 1.0, 0.0357, 0.12, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0357, 0.0816, 0.0526, 0.0323]"
15,15,random,0.103448,0.103448,0.103448,1.0,11,True,102,0,153,731,0,"[0, 1, 2, 3, 6, 7, 8, 11, 14, 15, 16, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 39]","[0.1224, 0.1129, 0.0513, 0.069, 0.0, 0.0385, 0.0549, 0.037, 0.0833, 0.0, 0.0, 0.1379, 0.0, 0.0, 0.0714, 0.12, 0.1481, 0.0, 0.3333, 0.1111, 0.1, 0.0, 0.0, 0.0, 0.0, 0.125, 0.2222, 0.0, 0.0833, 0.1538, 0.0909, 0.0, 0.0769, 0.0, 0.0935, 0.0, 0.0, 0.0, 0.0357, 0.7347, 0.0, 0.0]"
15,15,champions,0.836714,0.836714,0.836714,1.0,9,True,825,0,150,11,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8367, 0.8065, 0.9231, 0.7241, 1.0, 0.8846, 0.8022, 0.8519, 0.875, 0.8529, 1.0, 0.9655, 1.0, 0.6154, 0.7857, 0.8, 0.963, 1.0, 0.8333, 1.0, 0.7, 0.875, 0.8, 0.9167, 1.0, 0.75, 0.8889, 0.0, 1.0, 0.8462, 0.9091, 0.8, 0.8462, 0.6667, 0.7944, 0.5, 1.0, 0.8333, 0.75, 0.8163, 0.8421, 0.9355]"
15,15,cluster,0.060852,0.060852,0.060852,1.0,3,True,60,0,151,775,0,"[8, 38]","[0.0204, 0.0323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0185, 1.0, 0.0588, 0.0, 0.0345, 0.0, 0.0, 0.0179, 0.0, 0.0741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9286, 0.0, 0.0, 0.0]"
16,16,random,0.088235,0.088235,0.088235,1.0,4,True,87,0,152,747,0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 19, 20, 21, 23, 28, 29, 34, 37, 38, 39, 40, 41]","[0.1224, 0.1613, 0.0769, 0.0345, 0.0, 0.1154, 0.033, 0.0741, 0.125, 0.0882, 0.0, 0.0345, 0.0, 0.0769, 0.0179, 0.16, 0.1111, 0.0, 0.0, 0.1111, 0.1, 0.375, 0.0, 0.1667, 0.0, 0.125, 0.0, 0.0, 0.0833, 0.1538, 0.0455, 0.0, 0.0, 0.0, 0.0841, 0.0, 0.0, 0.1111, 0.1071, 0.0612, 0.1053, 0.3226]"
16,16,champions,0.831643,0.831643,0.831643,1.0,8,True,820,0,154,12,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8163, 0.871, 0.7949, 0.6552, 1.0, 0.9615, 0.7473, 0.8889, 0.9167, 0.8824, 0.0, 0.7931, 0.7, 0.8462, 0.8571, 0.8, 0.8519, 0.5, 1.0, 0.8889, 0.9, 1.0, 0.6, 0.9167, 0.75, 0.75, 0.8889, 0.0, 1.0, 0.7692, 0.9545, 0.9333, 1.0, 0.6667, 0.7757, 1.0, 1.0, 0.6667, 0.8929, 0.8163, 0.8947, 0.9032]"
16,16,cluster,0.070994,0.070994,0.070994,1.0,3,True,70,0,152,764,0,"[15, 41]","[0.0408, 0.0, 0.0513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0714, 0.84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0833, 0.0, 0.0455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0714, 0.0, 0.0, 1.0]"
17,17,random,0.837728,0.837728,0.837728,1.0,21,True,826,0,140,20,0,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 18, 21, 22, 25, 29, 30, 34, 35, 37, 38, 39, 41]","[0.8571, 0.8387, 0.8974, 0.7931, 1.0, 0.8077, 0.8462, 0.9074, 0.9167, 0.9118, 1.0, 0.8621, 0.9, 1.0, 0.7321, 0.76, 0.8519, 1.0, 0.6667, 0.8889, 0.9, 0.75, 0.6, 0.9167, 0.0, 0.875, 1.0, 1.0, 0.5, 0.6923, 0.7273, 0.6, 1.0, 1.0, 0.8224, 0.5, 1.0, 0.9444, 0.8571, 0.898, 0.7368, 0.9355]"
17,17,champions,0.843813,0.843813,0.843813,1.0,8,True,832,0,137,17,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.6613, 0.9231, 0.7931, 1.0, 0.8077, 0.8132, 0.9259, 0.9167, 0.9118, 1.0, 0.8621, 0.9, 1.0, 0.7679, 0.8, 0.8519, 1.0, 1.0, 0.8889, 0.9, 0.875, 0.6, 0.9167, 0.0, 0.875, 1.0, 1.0, 0.8333, 0.6923, 0.9091, 0.6667, 1.0, 1.0, 0.8411, 0.75, 1.0, 0.9444, 0.8929, 0.8776, 0.7368, 0.9355]"
17,17,cluster,0.163286,0.163286,0.163286,1.0,12,True,161,0,138,687,0,"[6, 10, 29, 40]","[0.0, 0.0323, 0.0256, 0.0345, 0.0, 0.0385, 0.8352, 0.2963, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0769, 0.0179, 0.04, 0.0741, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0833, 0.0, 0.25, 0.1111, 0.0, 0.0, 1.0, 0.0455, 0.0667, 0.0769, 0.3333, 0.0093, 0.0, 0.5, 0.0, 0.0714, 0.1429, 1.0, 0.1613]"
18,18,random,0.088235,0.088235,0.088235,1.0,6,True,87,0,120,779,0,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 14, 15, 16, 19, 21, 29, 30, 34, 37, 38, 39, 40, 41]","[0.0612, 0.0161, 0.0256, 0.1724, 0.3333, 0.0769, 0.044, 0.4815, 0.2083, 0.0588, 0.0, 0.0345, 0.0, 0.1538, 0.0714, 0.12, 0.037, 0.0, 0.0, 0.1111, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.1111, 0.0, 0.0, 0.0769, 0.0455, 0.0, 0.0, 0.0, 0.0748, 0.0, 0.0, 0.0556, 0.1429, 0.0612, 0.0526, 0.0968]"
18,18,champions,0.86714,0.86714,0.86714,1.0,8,True,855,0,124,7,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.9184, 0.8226, 0.8462, 0.8621, 1.0, 0.9231, 0.8022, 0.8704, 0.875, 0.9412, 1.0, 0.8621, 0.6, 0.8462, 0.9464, 0.84, 0.8148, 0.8333, 1.0, 0.8889, 0.9, 0.75, 1.0, 0.8333, 0.75, 0.875, 0.7778, 1.0, 1.0, 0.8462, 0.9545, 0.8667, 0.9231, 0.6667, 0.8972, 1.0, 0.5, 0.7778, 0.8929, 0.8776, 0.7368, 0.871]"
18,18,cluster,0.099391,0.099391,0.099391,1.0,4,True,98,0,118,770,0,[6],"[0.0, 0.0161, 0.0, 0.0, 0.0, 0.0, 0.9231, 0.1481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0187, 0.0, 0.0, 0.0556, 0.0, 0.0408, 0.0, 0.0]"
19,19,random,0.820487,0.820487,0.820487,1.0,19,True,809,0,156,21,0,"[0, 1, 2, 5, 6, 7, 9, 11, 14, 15, 18, 25, 32, 34, 37, 38, 39, 40, 41]","[0.8367, 0.8065, 0.9231, 0.7241, 0.6667, 0.8846, 0.8462, 0.8704, 0.7917, 0.8529, 1.0, 0.8276, 0.9, 0.8462, 0.7857, 0.76, 0.8519, 0.8333, 0.8333, 1.0, 0.8, 0.875, 0.6, 0.9167, 0.75, 0.875, 0.8889, 1.0, 0.75, 0.8462, 0.6818, 0.9333, 0.6923, 0.6667, 0.8131, 0.5, 1.0, 0.7222, 0.8571, 0.7347, 0.9474, 0.7742]"
19,19,champions,0.826572,0.826572,0.826572,1.0,9,True,815,0,154,17,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8367, 0.8065, 0.9487, 0.7241, 0.6667, 0.9231, 0.8352, 0.8889, 0.7917, 0.7941, 1.0, 0.7586, 0.9, 0.8462, 0.7857, 0.72, 0.8519, 1.0, 1.0, 1.0, 0.8, 0.875, 0.6, 0.9167, 0.75, 0.875, 0.8889, 1.0, 0.8333, 0.9231, 0.8636, 0.9333, 0.6923, 0.6667, 0.8131, 0.5, 1.0, 0.7778, 0.8571, 0.7551, 0.8947, 0.7742]"
19,19,cluster,0.089249,0.089249,0.089249,1.0,5,True,88,0,159,739,0,"[4, 10, 11, 19, 31, 36]","[0.0204, 0.0806, 0.1282, 0.069, 1.0, 0.0, 0.0, 0.0185, 0.0, 0.0, 1.0, 0.9655, 0.0, 0.0, 0.0179, 0.04, 0.037, 0.0, 0.0, 1.0, 0.1, 0.0, 0.2, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.1538, 0.0455, 1.0, 0.0, 0.0, 0.0187, 0.5, 1.0, 0.0556, 0.0, 0.0, 0.0526, 0.0323]"
20,20,random,0.119675,0.119675,0.119675,1.0,5,True,118,0,145,723,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 14, 16, 17, 20, 28, 30, 34, 39, 41]","[0.0816, 0.1935, 0.0769, 0.1379, 0.3333, 0.2308, 0.0989, 0.2407, 0.0417, 0.0882, 0.0, 0.5172, 0.0, 0.0, 0.2143, 0.0, 0.0741, 0.1667, 0.0, 0.0, 0.3, 0.0, 0.2, 0.0, 0.0, 0.0, 0.1111, 1.0, 0.1667, 0.0, 0.0909, 0.0, 0.0, 0.0, 0.1495, 0.0, 0.5, 0.0, 0.0357, 0.0408, 0.0, 0.0645]"
20,20,champions,0.839757,0.839757,0.839757,1.0,7,True,828,0,146,12,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.898, 0.9355, 0.8718, 0.931, 1.0, 0.8846, 0.7912, 0.8148, 0.75, 0.8529, 1.0, 0.7586, 0.9, 0.9231, 0.8929, 0.84, 0.8148, 0.6667, 1.0, 0.8889, 0.8, 0.75, 0.8, 0.75, 0.75, 1.0, 0.7778, 1.0, 0.9167, 0.9231, 0.9091, 0.8667, 1.0, 0.6667, 0.8131, 1.0, 1.0, 0.7778, 0.8214, 0.7347, 0.9474, 0.6452]"
20,20,cluster,0.095335,0.095335,0.095335,1.0,6,True,94,0,143,749,0,"[0, 11, 18, 22, 36]","[0.3469, 0.0484, 0.0, 0.069, 0.0, 0.0769, 0.022, 0.1296, 0.0833, 0.0588, 0.0, 1.0, 0.0, 0.0, 0.1071, 0.0, 0.0741, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.25, 0.0, 0.1111, 0.0, 0.1667, 0.0, 0.0455, 0.0, 0.0769, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0204, 0.0, 0.0]"
21,21,random,0.837728,0.837728,0.837728,1.0,17,True,826,0,145,15,0,"[0, 1, 2, 3, 4, 6, 7, 9, 11, 14, 15, 16, 18, 20, 21, 29, 31, 32, 34, 39, 40, 41]","[0.8776, 0.8387, 0.8205, 0.7931, 1.0, 0.8462, 0.8352, 0.8704, 1.0, 0.7059, 1.0, 0.7586, 0.9, 0.8462, 0.875, 0.88, 0.9259, 0.8333, 1.0, 0.8889, 1.0, 0.375, 1.0, 0.75, 0.25, 0.875, 1.0, 1.0, 0.9167, 1.0, 0.7273, 1.0, 0.6923, 1.0, 0.7757, 0.75, 1.0, 0.6667, 0.8571, 0.9184, 0.8421, 0.8065]"
21,21,champions,0.841785,0.841785,0.841785,1.0,8,True,830,0,144,12,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8776, 0.8387, 0.8205, 0.7241, 1.0, 0.8846, 0.8132, 0.8704, 1.0, 0.7059, 1.0, 0.7586, 0.9, 0.9231, 0.8571, 0.88, 0.9259, 1.0, 1.0, 0.8889, 1.0, 0.375, 1.0, 0.75, 0.25, 0.875, 1.0, 1.0, 0.9167, 1.0, 0.8636, 0.9333, 0.6154, 1.0, 0.8224, 0.75, 1.0, 0.7222, 0.8571, 0.898, 0.8421, 0.8065]"
21,21,cluster,0.092292,0.092292,0.092292,1.0,6,True,91,0,143,752,0,"[9, 38]","[0.0408, 0.0484, 0.0, 0.0345, 0.0, 0.0, 0.011, 0.0, 0.0417, 0.9118, 0.0, 0.0, 0.0, 0.0769, 0.0536, 0.0, 0.1481, 0.1667, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833, 0.3077, 0.0909, 0.0, 0.1538, 0.0, 0.0187, 0.0, 0.0, 0.0, 1.0, 0.0204, 0.1053, 0.0]"
22,22,random,0.116633,0.116633,0.116633,1.0,9,True,115,0,116,755,0,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 14, 16, 18, 20, 22, 23, 25, 26, 28, 30, 32, 34, 36, 38, 39, 41]","[0.0204, 0.129, 0.1026, 0.1379, 0.0, 0.0, 0.0549, 0.2407, 0.125, 0.0588, 1.0, 0.0345, 0.1, 0.0769, 0.0357, 0.12, 0.1852, 0.3333, 0.1667, 0.0, 0.1, 0.0, 0.6, 0.1667, 0.0, 0.375, 0.1111, 0.0, 0.1667, 0.0, 0.0909, 0.0, 0.0769, 0.0, 0.0561, 0.0, 0.5, 0.0, 0.1786, 0.0816, 0.0, 0.871]"
22,22,champions,0.864097,0.864097,0.864097,1.0,8,True,852,0,118,16,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8776, 0.9032, 0.9744, 0.8621, 1.0, 0.8077, 0.8681, 0.8704, 0.75, 0.9412, 1.0, 0.8276, 0.7, 0.6923, 0.7857, 0.88, 0.9259, 0.8333, 1.0, 0.7778, 1.0, 0.375, 0.8, 0.9167, 1.0, 1.0, 0.6667, 1.0, 0.8333, 1.0, 0.9545, 0.8667, 0.8462, 1.0, 0.8692, 1.0, 1.0, 0.8889, 0.75, 0.8776, 0.7368, 0.9355]"
22,22,cluster,0.064909,0.064909,0.064909,1.0,2,True,64,0,119,803,0,"[9, 13, 16]","[0.0, 0.0323, 0.0513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0417, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0179, 0.12, 0.1481, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0645]"
23,23,random,0.090264,0.090264,0.090264,1.0,5,True,89,0,137,760,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 14, 15, 17, 22, 29, 31, 34, 35, 37, 38, 39, 40]","[0.102, 0.0323, 0.1282, 0.069, 0.3333, 0.0769, 0.0879, 0.0556, 0.125, 0.0882, 0.0, 0.2759, 0.0, 0.0, 0.1607, 0.04, 0.037, 0.3333, 0.0, 0.1111, 0.0, 0.0, 0.2, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.2308, 0.0, 0.2, 0.0, 0.0, 0.0748, 0.25, 0.0, 0.1111, 0.1786, 0.0816, 0.2632, 0.0]"
23,23,champions,0.848884,0.848884,0.848884,1.0,7,True,837,0,135,14,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.7903, 0.9231, 0.7931, 1.0, 0.8462, 0.7582, 0.7778, 0.9583, 0.7647, 1.0, 0.7586, 0.7, 0.9231, 0.8929, 0.92, 0.8889, 0.8333, 0.8333, 1.0, 1.0, 1.0, 0.8, 0.9167, 0.5, 0.875, 0.8889, 0.0, 0.9167, 0.9231, 0.9545, 0.9333, 0.8462, 1.0, 0.8879, 1.0, 0.5, 0.9444, 0.8571, 0.8571, 0.6842, 0.8387]"
23,23,cluster,0.201826,0.201826,0.201826,1.0,12,True,199,0,136,651,0,"[14, 15, 17]","[0.0204, 0.0645, 0.1026, 0.0345, 0.0, 0.0, 0.022, 0.037, 0.0833, 0.7353, 1.0, 0.6897, 0.0, 0.8462, 0.8393, 1.0, 0.1111, 1.0, 0.0, 0.1111, 0.0, 1.0, 0.0, 0.0, 0.25, 0.125, 0.7778, 0.0, 0.1667, 0.7692, 0.0455, 0.0667, 0.1538, 0.0, 0.028, 0.0, 0.0, 0.0, 0.1429, 0.0204, 0.0526, 0.0645]"
24,24,random,0.103448,0.103448,0.103448,1.0,8,True,102,0,157,727,0,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18, 20, 26, 28, 29, 30, 34, 37, 40, 41]","[0.0408, 0.2419, 0.0256, 0.0, 0.3333, 0.0385, 0.2088, 0.0926, 0.125, 0.0882, 0.0, 0.069, 0.0, 0.2308, 0.0357, 0.08, 0.1111, 0.3333, 0.1667, 0.0, 0.1, 0.25, 0.0, 0.0, 0.0, 0.125, 0.2222, 0.0, 0.25, 0.1538, 0.1818, 0.0, 0.0, 0.0, 0.0748, 0.0, 0.0, 0.1111, 0.1786, 0.0408, 0.0526, 0.129]"
24,24,champions,0.824544,0.824544,0.824544,1.0,8,True,813,0,153,20,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.8065, 0.7692, 0.8621, 0.6667, 0.9615, 0.7802, 0.8333, 0.875, 0.8824, 1.0, 0.8966, 0.9, 0.9231, 0.7857, 0.8, 0.6667, 0.6667, 1.0, 0.8889, 0.7, 1.0, 0.8, 0.75, 0.5, 0.75, 0.8889, 1.0, 1.0, 0.7692, 0.9091, 0.6667, 0.9231, 1.0, 0.8505, 1.0, 0.5, 0.7778, 0.8571, 0.8367, 0.7895, 0.7097]"
24,24,cluster,0.076065,0.076065,0.076065,1.0,4,True,75,0,156,755,0,[7],"[0.0, 0.0161, 0.0256, 0.0, 0.0, 0.0, 0.0, 0.9815, 0.0, 0.0294, 0.0, 0.0, 0.0, 0.0, 0.0357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.125, 0.1111, 0.0, 0.1667, 0.0, 0.1364, 0.0, 0.0, 0.0, 0.0187, 0.0, 0.5, 0.0, 0.0714, 0.0204, 0.0526, 0.0323]"
25,25,random,0.090264,0.090264,0.090264,1.0,5,True,89,0,167,730,0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18, 20, 26, 29, 34, 37, 38, 39, 41]","[0.102, 0.0323, 0.0256, 0.069, 0.0, 0.0769, 0.0989, 0.1481, 0.0833, 0.0882, 0.0, 0.1034, 0.6, 0.0769, 0.0536, 0.08, 0.0, 0.1667, 0.1667, 0.0, 0.2, 0.0, 0.0, 0.0833, 0.0, 0.0, 0.2222, 0.0, 0.0, 0.0769, 0.0455, 0.0, 0.0, 0.0, 0.1776, 0.0, 0.0, 0.1111, 0.0714, 0.0612, 0.0, 0.1613]"
25,25,champions,0.822515,0.822515,0.822515,1.0,9,True,811,0,166,9,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8367, 0.9194, 0.8718, 0.8276, 0.3333, 0.8077, 0.8132, 0.8704, 0.9167, 0.8824, 1.0, 0.7931, 0.5, 0.8462, 0.8214, 0.84, 0.8148, 1.0, 0.8333, 0.8889, 0.9, 0.875, 1.0, 0.5, 0.25, 1.0, 0.7778, 1.0, 0.5833, 0.7692, 0.9091, 0.7333, 0.8462, 0.6667, 0.785, 1.0, 0.5, 0.7778, 0.8214, 0.7755, 0.8421, 0.871]"
25,25,cluster,0.063895,0.063895,0.063895,1.0,3,True,63,0,169,754,0,"[9, 19, 24, 36]","[0.0408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0185, 0.0, 1.0, 0.0, 0.1034, 0.0, 0.0, 0.0, 0.0, 0.037, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0833, 0.0, 0.0455, 0.0, 0.0, 0.0, 0.0093, 0.0, 1.0, 0.0556, 0.0, 0.0, 0.0, 0.0968]"
26,26,random,0.848884,0.848884,0.848884,1.0,16,True,837,0,136,13,0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 16, 17, 19, 20, 21, 22, 23, 26, 28, 30, 31, 34, 37, 38]","[0.8163, 0.8065, 0.8974, 0.931, 0.3333, 0.7692, 0.8791, 0.7593, 1.0, 0.9412, 1.0, 0.9655, 0.7, 0.9231, 0.8214, 0.92, 0.963, 1.0, 0.5, 0.8889, 0.8, 0.875, 0.8, 0.9167, 1.0, 0.875, 0.7778, 0.0, 0.8333, 0.9231, 0.7273, 0.8667, 0.6154, 1.0, 0.8224, 1.0, 0.5, 0.6667, 0.8929, 0.8571, 0.8421, 0.9355]"
26,26,champions,0.850913,0.850913,0.850913,1.0,8,True,839,0,139,8,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8163, 0.8065, 0.9231, 0.8966, 0.3333, 0.7692, 0.8462, 0.7593, 1.0, 0.9118, 1.0, 0.9655, 0.7, 0.9231, 0.8036, 0.92, 0.9259, 1.0, 0.8333, 0.8889, 0.7, 0.875, 1.0, 0.9167, 1.0, 0.875, 0.6667, 0.0, 0.9167, 0.9231, 0.8182, 0.8667, 0.7692, 1.0, 0.8224, 1.0, 0.5, 0.7222, 0.9286, 0.8571, 0.8421, 0.9355]"
26,26,cluster,0.115619,0.115619,0.115619,1.0,15,True,114,0,139,733,0,"[13, 24, 25, 29, 32, 35]","[0.0, 0.0323, 0.0, 0.0, 0.0, 0.0, 0.011, 0.1111, 0.125, 0.1765, 0.0, 0.0, 0.0, 0.8462, 0.0357, 0.04, 0.2593, 0.1667, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0833, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.4667, 1.0, 0.0, 0.0093, 1.0, 0.0, 0.0, 0.1429, 0.0, 0.7368, 0.0645]"
27,27,random,0.09432,0.09432,0.09432,1.0,7,True,93,0,140,753,0,"[0, 1, 2, 3, 5, 6, 7, 9, 11, 12, 13, 15, 25, 26, 28, 29, 30, 34, 35, 37, 39, 40, 41]","[0.0816, 0.2742, 0.0256, 0.0345, 0.0, 0.1923, 0.0659, 0.0741, 0.0, 0.1765, 0.0, 0.0345, 0.1, 0.3846, 0.0536, 0.04, 0.037, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.25, 0.1111, 0.0, 0.0833, 0.3077, 0.0455, 0.0, 0.0, 0.0, 0.1121, 0.5, 0.0, 0.2778, 0.0, 0.0816, 0.1053, 0.0645]"
27,27,champions,0.839757,0.839757,0.839757,1.0,8,True,828,0,143,15,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.7755, 0.8548, 0.7692, 0.8276, 1.0, 0.8077, 0.8462, 0.7963, 0.9583, 0.8824, 1.0, 0.8276, 0.7, 0.8462, 0.8393, 0.92, 0.8519, 0.5, 1.0, 0.8889, 0.7, 0.625, 0.8, 0.9167, 1.0, 1.0, 0.6667, 0.0, 0.8333, 0.9231, 1.0, 1.0, 0.7692, 1.0, 0.8785, 0.75, 0.5, 0.8333, 0.8571, 0.8776, 0.6842, 0.7419]"
27,27,cluster,0.087221,0.087221,0.087221,1.0,4,True,86,0,142,758,0,[1],"[0.0, 0.9516, 0.0, 0.0, 0.0, 0.0385, 0.011, 0.037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1538, 0.0893, 0.0, 0.1481, 0.1667, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.1538, 0.0, 0.0, 0.0, 0.6667, 0.0374, 0.0, 0.0, 0.0, 0.0357, 0.0, 0.0, 0.0]"
28,28,random,0.111562,0.111562,0.111562,1.0,8,True,110,0,121,755,0,"[0, 1, 2, 3, 6, 7, 8, 9, 13, 14, 15, 16, 17, 19, 29, 30, 32, 34, 37, 38, 39, 40, 41]","[0.1224, 0.0806, 0.0256, 0.3103, 0.0, 0.0, 0.1978, 0.0741, 0.875, 0.0882, 0.0, 0.0, 0.0, 0.1538, 0.0714, 0.04, 0.1481, 0.5, 0.0, 0.2222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0769, 0.1364, 0.0, 0.0769, 0.0, 0.1215, 0.0, 0.0, 0.0556, 0.1071, 0.0408, 0.1053, 0.0323]"
28,28,champions,0.864097,0.864097,0.864097,1.0,7,True,852,0,124,10,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.898, 0.7903, 0.9231, 0.8621, 0.6667, 0.8846, 0.8901, 0.7963, 0.9167, 0.8824, 0.0, 0.8276, 0.9, 1.0, 0.875, 0.76, 0.8889, 1.0, 1.0, 0.8889, 0.7, 1.0, 1.0, 0.75, 1.0, 0.875, 0.6667, 1.0, 1.0, 0.7692, 1.0, 0.9333, 0.9231, 1.0, 0.8972, 0.75, 0.5, 0.9444, 0.7143, 0.8776, 0.7368, 0.8065]"
